,neighborhood,post title,URL,price,longitude,latitude
4684, (The Loop),"Furnished Ideal Loop 1BR w/ Gym, Pool, W/D, nr. West Loop & L",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-ideal-loop-1br-gym/7077651420.html,2790,-87.633778,41.877766
4685, (RIVER EAST),LUXURY DOWNTOWN STUDIO LIVING EXPERIENCE,https://chicago.craigslist.org/chc/apa/d/chicago-luxury-downtown-studio-living/7080478432.html,2250,-87.633752,41.876932
4686, (Chicago Loop),1Bd Condo for Renting: Available in May,https://chicago.craigslist.org/chc/apa/d/chicago-1bd-condo-for-renting-available/7079497973.html,1900,-87.635182,41.876929
4687, (SOUTH LOOP),"Cool South Loop convertible LOFT w/balcony, WD, HRWD available now!",https://chicago.craigslist.org/chc/apa/d/chicago-cool-south-loop-convertible/7071379820.html,1735,-87.630899,41.880691
4688, (Chicago - South Loop),"Newer Construction, Studio, WD in unit, hardwood, Gym, Pool",https://chicago.craigslist.org/chc/apa/d/chicago-newer-construction-studio-wd-in/7066802149.html,1531,-87.633219,41.874258
4689, (Chicago),$1675/ 1br - 750ft2 - One Bedroom in the Loop - 6 E Monroe,https://chicago.craigslist.org/chc/apa/d/chicago-br-750ft2-one-bedroom-in-the/7083408879.html,1700,-87.627871,41.880753
4690, (Chicago),Large Fresh!! 1BDR Lower Unit w/Carpet! New Listing Renting to own!,https://chicago.craigslist.org/chc/apa/d/chicago-large-fresh-1bdr-lower-unit/7071026343.html,765,-87.6321,41.8829
4691, (Loop/Millennium Park/Grant Park/Downtown/South Loop),Condo/loft for Rent,https://chicago.craigslist.org/chc/apa/d/condo-loft-for-rent/7077517244.html,1550,-87.627447,41.880881
4692, (chicago-LOOP),"208 Washington-1 Br/1 Ba,SS appl,hdwd,balcony,gas FP,w/d,fab amens",https://chicago.craigslist.org/chc/apa/d/chicago-208-washington-1-br-1-bass/7072954191.html,1725,-87.63389,41.883259
4693, (Loop),Great Loft-Style Condo in the Heart of the Loop,https://chicago.craigslist.org/chc/apa/d/chicago-great-loft-style-condo-in-the/7077974214.html,1700,-87.63389,41.883259
4694, (The Loop),Furnished Rad Loop 1BR w/ Rooftop + Gym near Millenium Park,https://chicago.craigslist.org/chc/apa/d/chicago-furnished-rad-loop-1br-rooftop/7079614731.html,2690,-87.626714,41.879554
4695, (The Loop),Gorgeous 1 bed/1 bath | Pet Friendly!,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-1-bed-1-bath-pet/7081146779.html,2600,-87.626714,41.879554
4696, (The Loop),"Furnished, Dapper Loop 1BR w/ Gym, Pool, W/D near the L",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-dapper-loop-1br-gym/7079607139.html,2890,-87.634098,41.883256
4697, (Chicago),1 Bedroom Apartment for Rent,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-apartment-for-rent/7070271620.html,1850,-87.634394,41.883233
4698, (south loop),Charming South Loop Condo,https://chicago.craigslist.org/chc/apa/d/chicago-charming-south-loop-condo/7080778856.html,1750,-87.62918,41.874532
4699, (Chicago - South Loop),"South Bank Studio, W/D, Near Target, Red Line, Icon Theater",https://chicago.craigslist.org/chc/apa/d/chicago-south-bank-studio-d-near-target/7072419877.html,1675,-87.633798,41.87338
4700, (Chicago - Gold Coast),Gold Coast PLACE IN CHICAGO! BEST PRICE!,https://chicago.craigslist.org/chc/apa/d/chicago-gold-coast-place-in-chicago/7075862676.html,1605,-87.629552,41.883232
4701, (Chicago - South Loop),"Awesome Luxury Studio in South Loop! Pets OK, In-unit W/D, NEST, Gym",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-luxury-studio-in-south/7072632335.html,1574,-87.633069,41.873028
4702, (Chicago),Studio for rent in Downtown Chicago!,https://chicago.craigslist.org/chc/apa/d/chicago-studio-for-rent-in-downtown/7073108034.html,1280,-87.628155,41.882726
4703, (South Loop),"WOOD BEAMED 1 BEDROOM LOFT AVAILABLE, FIREPLACE, LAUNDRY IN UNIT",https://chicago.craigslist.org/chc/apa/d/chicago-wood-beamed-1-bedroom-loft/7074142997.html,1850,-87.63256,41.87293
4704, (Chicago - South Loop),BRAND NEW Printer's Row Studio! Walk Everywhere! Won't Last!,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-printers-row-studio/7083760602.html,1542,-87.633476,41.872755
4705, (Chicago - South Loop),"South Loop Convertible! South Loops newest area, washer/dryer, rooftop",https://chicago.craigslist.org/chc/apa/d/chicago-south-loop-convertible-south/7070543870.html,1689,-87.63397,41.872498
4706, (Chicago - River North),VIEWS FROM SKYSCRAPER ! BEST PRICE! AVAILABLE NOW!!,https://chicago.craigslist.org/chc/apa/d/chicago-views-from-skyscraper-best/7084307929.html,1755,-87.632463,41.884529
4707, (Loop),"Loft 1 bed, W/D In-Unit, exposed brick, Heat INCL",https://chicago.craigslist.org/chc/apa/d/chicago-loft-1-bed-d-in-unit-exposed/7075933959.html,1725,-87.62797,41.883238
4708, (Chicago),Studio in heart of the loop!,https://chicago.craigslist.org/chc/apa/d/chicago-studio-in-heart-of-the-loop/7077160392.html,1700,-87.63371,41.884541
4709, (Chicago),Convertible in the heart of the Loop!!,https://chicago.craigslist.org/chc/apa/d/chicago-convertible-in-the-heart-of-the/7077178288.html,1715,-87.63371,41.884541
4710, (Chicago),One bed One bath in the heart of the Loop !!,https://chicago.craigslist.org/chc/apa/d/chicago-one-bed-one-bath-in-the-heart/7077183270.html,2160,-87.63371,41.884541
4711, (Loop),Heart of the LOOP! InUnit Laundry! Available NOW!,https://chicago.craigslist.org/chc/apa/d/chicago-heart-of-the-loop-inunit/7079760644.html,1750,-87.627508,41.882966
4712," (Loop, Wacker, River Walk, Clark/Lake, Daley Center)",Get $1000!  Loop Convertible - Available NOW!  035,https://chicago.craigslist.org/chc/apa/d/chicago-get-1000-loop-convertible/7068119508.html,1765,-87.634007,41.884544
4713, (Chicago - The Loop),"Boutique Loop Convertible - Washer/Dryer, Indoor Pool, Gym.",https://chicago.craigslist.org/chc/apa/d/chicago-boutique-loop-convertible/7069598977.html,1700,-87.634007,41.884544
4714, (Chicago - The Loop),"Playful JR 1 BED in The Loop with W/D IN UNIT, indoor pool, club room",https://chicago.craigslist.org/chc/apa/d/chicago-playful-jr-1-bed-in-the-loop/7080268523.html,1653,-87.634007,41.884544
4715, (LOOP / RIVER NORTH),"GREAT LOOP 1 BED / 1 BATH – HWD, GRANITE, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-great-loop-1-bed-1-bath-hwd/7080693056.html,2040,-87.634007,41.884544
4716, (LOOP / RIVER NORTH),"GREAT LOOP CONVERTIBLE – HWD, GRANITE, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-great-loop-convertible-hwd/7080693444.html,1855,-87.634007,41.884544
4717, (West Loop),"WEST LOOP LOFT-1Bd + DEN, 1.5 Ba, parking",https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-loft-1bd-den-15-ba/7083700053.html,2200,-87.640944,41.876783
4718," (Loop, Wacker, River Walk, Clark/Lake, Daley Center)",Get $1000!  Loop 1BD+Den/1BA - Available NOW! 035,https://chicago.craigslist.org/chc/apa/d/chicago-get-1000-loop-1bdden-1ba/7068123947.html,2370,-87.631007,41.88453
4719," (Loop, Wacker, River Walk, Clark/Lake, Daley Center)",Get $1000!  Loop 2BD/2BA - Available NOW! 035,https://chicago.craigslist.org/chc/apa/d/chicago-get-1000-loop-2bd-2ba-available/7068124403.html,2840,-87.631007,41.88453
4720, (Chicago - South Loop),"Eco-conscious Printer's Row 1 bed-W/D in Unit, HW fl, Grassy Dog Run",https://chicago.craigslist.org/chc/apa/d/chicago-eco-conscious-printers-row-1/7068708602.html,2070,-87.63294,41.872141
4721, (Printers Row),"***GET 1 MONTH FREE*** - 1 BD, Laundry In-unit, Pet Friendly",https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-1-bd-laundry/7081925752.html,2180,-87.63355,41.872131
4722, (Chicago - South Loop),"Awesome Luxury 1 Bed in South Loop! W/D in-unit, Hardwood!",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-luxury-1-bed-in-south/7068291232.html,1921,-87.632575,41.872093
4723, (Chicago - West Loop),"Convertible In West Loop, Separate Bedroom, Large Living Room, 90/94!",https://chicago.craigslist.org/chc/apa/d/chicago-convertible-in-west-loop/7069791588.html,1545,-87.640353,41.881822
4724, (Chicago - South Loop),"Brand new 1/1 in South Loop! In-unit W/D, H/W,SS! Next to River!",https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-1-1-in-south-loop-in/7081445651.html,1999,-87.633562,41.872069
4725," (Printers Row, Financial District, LaSalle Metra, South Loop)",Printers Row Studio - Available 4/19!  013,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-studio-available/7066380001.html,1553,-87.630654,41.87224
4726," (Printers Row, South Loop, financial dist)",Printers Row 1BD/1BA - Available MARCH!  013,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-1bd-1ba-available/7066381124.html,2095,-87.630654,41.87224
4727, (SOUTH LOOP/DOWNTOWN),SOUTH LOOP’S NEWER CONVERTIBLE – W/D IN UNIT,https://chicago.craigslist.org/chc/apa/d/chicago-south-loops-newer-convertible-d/7066938511.html,2007,-87.630654,41.87224
4728, (SOUTH LOOP/DOWNTOWN),SOUTH LOOP’S NEWER CONVERTIBLE – W/D IN UNIT,https://chicago.craigslist.org/chc/apa/d/chicago-south-loops-newer-convertible-d/7066939547.html,1741,-87.630654,41.87224
4729, (Chicago - South Loop),"Charming Convertible -- W/D, Balcony, Gym, Pool....",https://chicago.craigslist.org/chc/apa/d/chicago-charming-convertible-d-balcony/7068990834.html,1739,-87.630654,41.87224
4730," (Printers Row, South Loop, Financial District, DePaul, John M)",Printers Row 1BD/1BA with Balcony - Available NOW! 091,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-1bd-1ba-with/7081320366.html,2274,-87.630654,41.87224
4731," (Printers Row, Financial District, South Loop, Roosevelt Coll)",Printers Row 1BD+Den/1BA - Available NOW! 091,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-1bdden-1ba/7081321759.html,2493,-87.630654,41.87224
4732," (Printers Row, South Loop, Financial Dist)",Printers Row 1BD/1BA - Available NOW! 014,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-1bd-1ba-available/7082662300.html,2090,-87.630654,41.87224
4733, (Chicago - South Loop),"Charming Convertible -- W/D, Balcony, Gym, Pool....",https://chicago.craigslist.org/chc/apa/d/chicago-charming-convertible-d-balcony/7082868852.html,1737,-87.630654,41.87224
4734, (West Loop),1 bedroom Condo with Parking,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-condo-with-parking/7082348190.html,2000,-87.641745,41.878732
4735, (West Loop),Chic 1BR / 1BA Next to Union Station with Parking and in-unit W/D,https://chicago.craigslist.org/chc/apa/d/chicago-chic-1br-1ba-next-to-union/7084772704.html,1900,-87.641745,41.878732
4736," (Printers Row, Financial District, South Loop, Roosevelt Coll)",Printers Row Convertible - Available 3/28!  013,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-convertible/7066380642.html,1774,-87.630634,41.872131
4737, (SOUTH LOOP/DOWNTOWN),SOUTH LOOP’S NEWER ONE BEDROOM PLUS DEN – W/D IN UNIT,https://chicago.craigslist.org/chc/apa/d/chicago-south-loops-newer-one-bedroom/7066941953.html,2450,-87.630634,41.872131
4738," (Printers Row, Financial District, South Loop, Roosevelt Coll)",Printers Row Convertible - Available NOW! 091,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-convertible/7081319198.html,1754,-87.630634,41.872131
4739," (Printers Row, Financial District, LaSalle Metra, South Loop)",Printers Row 1BD/1.5BA - Available NOW! 014,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-1bd-15ba-available/7082671331.html,2260,-87.630634,41.872131
4740, (Chicago - South Loop),"Dont miss this steal! South Loop Studio, washer/dryer, treat yourself!",https://chicago.craigslist.org/chc/apa/d/chicago-dont-miss-this-steal-south-loop/7069268255.html,1575,-87.632725,41.871892
4741, (Chicago - South Loop),NOTHING AS SPECIAL AS THIS IN SOUTH LOOP! AVAILABLE NOW!,https://chicago.craigslist.org/chc/apa/d/chicago-nothing-as-special-as-this-in/7074810020.html,1729,-87.624284,41.877031
4742, (West Loop Gate),West Loop 1BR 1BA Apartment for Rent,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-1br-1ba-apartment-for/7071182811.html,1750,-87.640958,41.875401
4743, (The Loop),"Furnished, Chic Loop 1BR w/ Gym, Pool, W/D, by Theaters",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-chic-loop-1br-gym/7077526071.html,2990,-87.628789,41.884529
4744, (Chicago - South Loop),"Live in Exceptional Luxury! CONVERTIBLE w Dream Designer Finishes, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-live-in-exceptional-luxury/7066703563.html,1808,-87.627552,41.873033
4745, (Chicago - South Loop),"Live in Exceptional Luxury! 1BED/1 BA w Dream Designer Finishes, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-live-in-exceptional-luxury-1bed/7066725157.html,2071,-87.627552,41.873033
4746, (1 E Balbo Dr),Studio for rent in the South Loop near Printer's Row,https://chicago.craigslist.org/chc/apa/d/studio-for-rent-in-the-south-loop-near/7073080789.html,,-87.627552,41.873033
4747," (Printers Row, South Loop, Financial Dist)",Get 1 Month FREE!  Printers Row 1BD/1BA - Available NOW!  146,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-printers-row/7084511035.html,1965,-87.627552,41.873033
4748, (West Loop),"$1,300/1br in a 2br West Loop apt",https://chicago.craigslist.org/chc/apa/d/chicago-br-in-2br-west-loop-apt/7079529968.html,1300,-87.642306,41.879875
4749, (West Loop_Union Station_Ogilvie Station_Loop_Downtown),Short Term_Washer Dryer_Loop_Furnished,https://chicago.craigslist.org/chc/apa/d/chicago-short-termwasher/7082434324.html,1800,-87.64193,41.881195
4750, (Chicago - South Loop),"Perfect Printer's Row Location! Convertible, balcony, washer/dryer",https://chicago.craigslist.org/chc/apa/d/chicago-perfect-printers-row-location/7073578901.html,1745,-87.631052,41.871331
4751, (The Loop),"Furnished, Modern 1BR in The Loop w/ Gym, near the Riverwalk",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-modern-1br-in-the/7077516375.html,2790,-87.634246,41.885896
4752, (South Loop),"0 Bed/1 Bath, WAIVED ADMIN FEE, limited availability",https://chicago.craigslist.org/chc/apa/d/chicago-0-bed-1-bath-waived-admin-fee/7068520464.html,1655,-87.630596,41.871011
4753, (South Loop),"Private Balconies, Large Floor Plan, WAIVED ADMIN FEE",https://chicago.craigslist.org/chc/apa/d/chicago-private-balconies-large-floor/7069028223.html,1915,-87.630596,41.871011
4754, (South Loop),"0 Bed /1 Bath, Private Balconies, Waived Admin Fee, Updated Amenities!",https://chicago.craigslist.org/chc/apa/d/chicago-0-bed-1-bath-private-balconies/7069690422.html,1653,-87.630596,41.871011
4755, (South Loop),"Floor to Ceiling Windows, Large walk-in closets, WAIVED Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-floor-to-ceiling-windows-large/7070401630.html,1915,-87.630596,41.871011
4756, (South Loop),"Wi-Fi throughout amenity areas, Private balconies, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-wi-fi-throughout-amenity-areas/7070991139.html,1552,-87.630596,41.871011
4757, (South Loop),"Floor-to-Ceiling Windows, Private balconies, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-floor-to-ceiling-windows/7072758058.html,1737,-87.630596,41.871011
4758, (South Loop),"1 BD and 1BA, Large walk-in closets, 24-hour doorman, WAIVED ADMIN FEE",https://chicago.craigslist.org/chc/apa/d/chicago-1-bd-and-1ba-large-walk-in/7072893207.html,2095,-87.630596,41.871011
4759, (South Loop),"0 Bed /1 Bath, Upgraded Amenities, Open Floor Plans, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-0-bed-1-bath-upgraded-amenities/7073333855.html,1534,-87.630596,41.871011
4760, (South Loop),0 bdrm + 1 bath - Floor to Ceiling Windows - WAIVED ADMIN FEE,https://chicago.craigslist.org/chc/apa/d/chicago-0-bdrm-1-bath-floor-to-ceiling/7074243268.html,1752,-87.630596,41.871011
4761, (South Loop),"Studio, Rooftop sundeck with outdoor fireplace,*Current Special",https://chicago.craigslist.org/chc/apa/d/chicago-studio-rooftop-sundeck-with/7074866286.html,1534,-87.630596,41.871011
4762, (South Loop),"Conference room, Bike storage room, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-conference-room-bike-storage/7075300462.html,2011,-87.630596,41.871011
4763, (South Loop),"Business Center, Conference Room, 24-hour doorman, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-business-center-conference-room/7075452114.html,1534,-87.630596,41.871011
4764, (South Loop),"Floor-to-Ceiling Windows, 24-hour doorman, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-floor-to-ceiling-windows-24/7075507317.html,2011,-87.630596,41.871011
4765, (South Loop),"Pet-friendly building with dog run, Conference room, 24-hour doorman",https://chicago.craigslist.org/chc/apa/d/chicago-pet-friendly-building-with-dog/7077243672.html,2011,-87.630596,41.871011
4766, (South Loop),"Floor-to-Ceiling Windows, LEED Certified community, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-floor-to-ceiling-windows-leed/7077283744.html,1534,-87.630596,41.871011
4767, (South Loop),"Rooftop sundeck with outdoor fireplace, Organic Garden, Waived Admin",https://chicago.craigslist.org/chc/apa/d/chicago-rooftop-sundeck-with-outdoor/7077821431.html,2011,-87.630596,41.871011
4768, (South Loop),"Studio - 24 hour fitness, FREE Starbuck's Coffee, Waived Admin",https://chicago.craigslist.org/chc/apa/d/chicago-studio-24-hour-fitness-free/7077958211.html,1534,-87.630596,41.871011
4769, (South Loop),"24-hour doorman, All-inclusive Amenities, Open Floor Plans",https://chicago.craigslist.org/chc/apa/d/chicago-24-hour-doorman-all-inclusive/7078649183.html,1555,-87.630596,41.871011
4770, (South Loop),"Studio, Convenient to public transportation, 24-hour doorman",https://chicago.craigslist.org/chc/apa/d/chicago-studio-convenient-to-public/7078936144.html,1707,-87.630596,41.871011
4771, (South Loop),"1 Bed/1 Bath, Walk-in Closet, Large Living Room, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-1-bed-1-bath-walk-in-closet/7079025724.html,1999,-87.630596,41.871011
4772, (South Loop),"Onsite dry cleaner, Contemporary lighting packages, Waived Admin",https://chicago.craigslist.org/chc/apa/d/chicago-onsite-dry-cleaner-contemporary/7079313540.html,1774,-87.630596,41.871011
4773, (South Loop),"Waived Admin Fee, In unit washers and dryers, Large walk-in closets",https://chicago.craigslist.org/chc/apa/d/chicago-waived-admin-fee-in-unit/7079581047.html,1553,-87.630596,41.871011
4774, (South Loop),"In-Unit Washer/Dryer, Floor-to-Ceiling Windows, Private Balconies",https://chicago.craigslist.org/chc/apa/d/chicago-in-unit-washer-dryer-floor-to/7079703542.html,1938,-87.630596,41.871011
4775, (South Loop),"Studio - Floor-to-Ceiling Windows, LEED Certified, Waived Admin Fee",https://chicago.craigslist.org/chc/apa/d/chicago-studio-floor-to-ceiling-windows/7081489653.html,1553,-87.630596,41.871011
4776, (South Loop),"Large walk-in closets, Programmable thermostats, Onsite dry cleaner",https://chicago.craigslist.org/chc/apa/d/chicago-large-walk-in-closets/7081553053.html,1938,-87.630596,41.871011
4777, (The Loop),"Furnished Spacious Loop 1BR w/ Pool, Gym, nr. the L & Riverwalk",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-spacious-loop-1br/7076920420.html,2790,-87.63405,41.886169
4778, (The Loop),"Furnished Urban Loop Studio w/ Pool, Gym, by Financial District",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-urban-loop-studio/7079551189.html,2290,-87.63405,41.886169
4779, (Chicago downtown),Fantastic view -1 bedroom 1 bath,https://chicago.craigslist.org/chc/apa/d/chicago-fantastic-view-1-bedroom-1-bath/7067577786.html,2200,-87.629861,41.885977
4780," (Printers Row, South Loop, Financial Dist)",Printers Row Convertible - Available MAY! 146,https://chicago.craigslist.org/chc/apa/d/chicago-printers-row-convertible/7084510576.html,1640,-87.627543,41.871794
4781, (Chicago - West Loop),"Best Deal in the West Loop! Jr. 1B/1B  -- HW Floors, New Appliances.",https://chicago.craigslist.org/chc/apa/d/chicago-best-deal-in-the-west-loop-jr/7067933420.html,1640,-87.642652,41.881832
4782, (Chicago - West Loop),"Large West Loop Studio -- Tons of Closet-space, Updated Kitchen",https://chicago.craigslist.org/chc/apa/d/chicago-large-west-loop-studio-tons-of/7069558113.html,1550,-87.642652,41.881832
4783, (West loop),West loop 1 bedroom apartment sublease for June & July!,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-1-bedroom-apartment/7079100539.html,1540,-87.642652,41.881832
4784," (Chicago, IL)","Beautiful studio in the Loop, avail. 3/1/2020",https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-studio-in-the-loop/7073703433.html,1400,-87.629796,41.886103
4785, (Chicago),"Gorgeous West Loop condo, 1 bed + Den, 2 bath",https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-west-loop-condo-1-bed/7069789718.html,2200,-87.643,41.8814
4786, (West Loop/Downtown/Fulton Market/Loop),"LUX FINISHES, W/D, HARDWOOD, BALCONY, ROOFTOP POOL, GYM, DOG RUN & SPA",https://chicago.craigslist.org/chc/apa/d/chicago-lux-finishes-d-hardwood-balcony/7070132953.html,1965,-87.643,41.8814
4787, (West Loop),West Loop Apartment Sublet,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-apartment-sublet/7071761140.html,2000,-87.643,41.8814
4788, (Chicago - Fulton River District),"Don't Miss Out! West Loop 1/1, W/D in Unit, Close to Transportation",https://chicago.craigslist.org/chc/apa/d/chicago-dont-miss-out-west-loop-1-1-d/7072371772.html,1882,-87.643,41.8814
4789, (Chicago - West Loop),"Gorgeous West Loop 1 Bedroom, W/D, Floor to Ceiling Windows, Gym",https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-west-loop-1-bedroom-d/7072375095.html,2406,-87.643,41.8814
4790, (Chicago - West Loop),"West Loop/Union Station. 1Bed. 24Hr.Door Staff, Spacious Unit",https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-union-station-1bed/7073041287.html,1523,-87.643,41.8814
4791, (Chicago - West Loop),"West Loop/Union Station. Jr.1bed. 24hr. Doorstaff, Great Deal/Location",https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-union-station-jr1bed/7078472395.html,1550,-87.643,41.8814
4792, (Chicago - Fulton River District),"Trendy Fulton District 1BD! In unit W/D, Great Location!",https://chicago.craigslist.org/chc/apa/d/chicago-trendy-fulton-district-1bd-in/7078493599.html,1813,-87.643,41.8814
4793, (Chicago - West Loop),Amazing west loop 1 Bed.  Pets OK.  Newly Remolded,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-west-loop-1-bed-pets-ok/7078967334.html,1685,-87.643,41.8814
4794," (West Loop, Fulton Market, Fulton River District)",Deal! 27th Floor West Loop 1 Bed w/ Rooftop Pool & Laundry in-unit,https://chicago.craigslist.org/chc/apa/d/chicago-deal-27th-floor-west-loop-1-bed/7079689206.html,2026,-87.643,41.8814
4795, (West Loop),West Loop 1Bed+Den/ 1.5Bath,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-1bedden-15bath/7079871499.html,2550,-87.643,41.8814
4796, (Chicago - West Loop),Awesome West Loop Pet Friendly 1 Bed.  In Unit W/D. Outdoor pool,https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-pet-friendly/7080619990.html,2855,-87.643,41.8814
4797, (The Loop),"Furnished Cozy Loop 1BR w/ Gym, Pool, W/D, by West Loop & the L",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-cozy-loop-1br-gym/7076844485.html,2790,-87.633778,41.877766
4798, (The Loop),"Furnished Ideal Loop 1BR w/ Gym, Pool, W/D, nr. West Loop & L",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-ideal-loop-1br-gym/7077651420.html,2790,-87.633778,41.877766
4799, (RIVER EAST),LUXURY DOWNTOWN STUDIO LIVING EXPERIENCE,https://chicago.craigslist.org/chc/apa/d/chicago-luxury-downtown-studio-living/7080478432.html,2250,-87.633752,41.876932
4800, (Chicago Loop),1Bd Condo for Renting: Available in May,https://chicago.craigslist.org/chc/apa/d/chicago-1bd-condo-for-renting-available/7079497973.html,1900,-87.635182,41.876929
4801, (SOUTH LOOP),"Cool South Loop convertible LOFT w/balcony, WD, HRWD available now!",https://chicago.craigslist.org/chc/apa/d/chicago-cool-south-loop-convertible/7071379820.html,1735,-87.630899,41.880691
4802, (Chicago - South Loop),"Newer Construction, Studio, WD in unit, hardwood, Gym, Pool",https://chicago.craigslist.org/chc/apa/d/chicago-newer-construction-studio-wd-in/7066802149.html,1531,-87.633219,41.874258
4803, (Chicago),$1675/ 1br - 750ft2 - One Bedroom in the Loop - 6 E Monroe,https://chicago.craigslist.org/chc/apa/d/chicago-br-750ft2-one-bedroom-in-the/7083408879.html,1700,-87.627871,41.880753
4804, (Chicago),Large Fresh!! 1BDR Lower Unit w/Carpet! New Listing Renting to own!,https://chicago.craigslist.org/chc/apa/d/chicago-large-fresh-1bdr-lower-unit/7071026343.html,765,-87.6321,41.8829
4805, (Loop/Millennium Park/Grant Park/Downtown/South Loop),Condo/loft for Rent,https://chicago.craigslist.org/chc/apa/d/condo-loft-for-rent/7077517244.html,1550,-87.627447,41.880881
4806, (chicago-LOOP),"208 Washington-1 Br/1 Ba,SS appl,hdwd,balcony,gas FP,w/d,fab amens",https://chicago.craigslist.org/chc/apa/d/chicago-208-washington-1-br-1-bass/7072954191.html,1725,-87.63389,41.883259
4807, (Loop),Great Loft-Style Condo in the Heart of the Loop,https://chicago.craigslist.org/chc/apa/d/chicago-great-loft-style-condo-in-the/7077974214.html,1700,-87.63389,41.883259
4808, (The Loop),Furnished Rad Loop 1BR w/ Rooftop + Gym near Millenium Park,https://chicago.craigslist.org/chc/apa/d/chicago-furnished-rad-loop-1br-rooftop/7079614731.html,2690,-87.626714,41.879554
4809, (The Loop),Gorgeous 1 bed/1 bath | Pet Friendly!,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-1-bed-1-bath-pet/7081146779.html,2600,-87.626714,41.879554
4810, (The Loop),"Furnished, Dapper Loop 1BR w/ Gym, Pool, W/D near the L",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-dapper-loop-1br-gym/7079607139.html,2890,-87.634098,41.883256
4811, (Chicago),1 Bedroom Apartment for Rent,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-apartment-for-rent/7070271620.html,1850,-87.634394,41.883233
4812, (south loop),Charming South Loop Condo,https://chicago.craigslist.org/chc/apa/d/chicago-charming-south-loop-condo/7080778856.html,1750,-87.62918,41.874532
4813, (Chicago - South Loop),"South Bank Studio, W/D, Near Target, Red Line, Icon Theater",https://chicago.craigslist.org/chc/apa/d/chicago-south-bank-studio-d-near-target/7072419877.html,1675,-87.633798,41.87338
4814, (Chicago - Gold Coast),Gold Coast PLACE IN CHICAGO! BEST PRICE!,https://chicago.craigslist.org/chc/apa/d/chicago-gold-coast-place-in-chicago/7075862676.html,1605,-87.629552,41.883232
4815, (Chicago - South Loop),"Awesome Luxury Studio in South Loop! Pets OK, In-unit W/D, NEST, Gym",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-luxury-studio-in-south/7072632335.html,1574,-87.633069,41.873028
4816, (Chicago),Studio for rent in Downtown Chicago!,https://chicago.craigslist.org/chc/apa/d/chicago-studio-for-rent-in-downtown/7073108034.html,1280,-87.628155,41.882726
